cust_id,app_id,application_date,age,gender,city_tier,residence_type,income_monthly,employment_type,loan_amount_requested,channel,device_score,bureau_score,bureau_vintage_months,total_tradelines,active_tradelines,total_sanctioned
CUST103899,APP203899,18/08/23,53,M,1,Owned,41927,Self-employed,135000,Online,0.628,672,49,2,2,131993
CUST103900,APP203900,29/04/23,48,M,3,Owned,80982,Salaried,140000,Online,0.459,734,33,2,2,212019
CUST103901,APP203901,02/06/23,28,M,1,Owned,27625,Salaried,155000,Branch,0.185,,,1,1,57073
CUST103902,APP203902,14/09/23,21,F,2,Owned,46532,Salaried,55000,Online,0.387,689,90,3,1,93383
CUST103903,APP203903,28/06/23,57,M,3,Owned,83659,Salaried,65000,Branch,0.287,726,104,7,6,793855
CUST103904,APP203904,23/10/23,42,M,3,Owned,63878,Salaried,30000,Online,0.34,,,0,0,0
CUST103905,APP203905,18/03/24,26,M,3,Owned,14955,Salaried,135000,Online,0.491,,,0,0,0
CUST103906,APP203906,09/10/24,41,M,3,Owned,66406,Salaried,150000,Online,0.383,,,1,1,122143
CUST103907,APP203907,10/07/23,52,F,1,Owned,43254,Salaried,95000,Online,0.27,716,56,2,0,87821
CUST103908,APP203908,23/01/24,55,F,2,Owned,33370,Salaried,70000,Branch,0.371,679,65,4,3,206492
CUST103909,APP203909,03/03/24,35,F,1,Owned,74185,Salaried,45000,Online,0.136,713,76,6,3,805455
CUST103910,APP203910,23/05/24,25,M,1,Owned,9275,Salaried,140000,Online,0.379,699,28,5,5,67017
CUST103911,APP203911,15/06/24,26,M,1,Owned,88551,Self-employed,140000,Online,0.244,701,42,4,3,516144
CUST103912,APP203912,20/09/23,45,M,2,Owned,66579,Salaried,125000,Partner,0.089,,,1,1,58666
CUST103913,APP203913,19/07/23,49,F,2,Owned,26679,Salaried,130000,Online,0.483,754,117,2,2,61891
CUST103914,APP203914,15/08/24,27,M,3,Family,115892,Salaried,20000,Partner,0.261,721,19,5,4,652511
CUST103915,APP203915,30/09/24,33,M,2,Rented,16549,Self-employed,15000,Branch,0.025,746,39,4,2,63442
CUST103916,APP203916,15/01/24,38,F,1,Family,26096,Salaried,170000,Online,0.172,,,0,0,0
CUST103917,APP203917,16/07/24,22,F,2,Owned,48986,Salaried,105000,Branch,0.406,,,1,1,91612
CUST103918,APP203918,13/05/24,28,F,1,Owned,82324,Salaried,85000,Online,0.138,661,103,4,3,581608
CUST103919,APP203919,28/07/24,31,M,2,Family,45988,Salaried,190000,Branch,0.612,680,78,4,3,220019
CUST103920,APP203920,17/01/24,53,F,3,Owned,47252,Salaried,170000,Online,0.452,695,41,8,6,546477
CUST103921,APP203921,24/12/23,47,M,2,Owned,30611,Self-employed,60000,Branch,0.214,,,1,0,56912
CUST103922,APP203922,11/05/23,40,F,3,Rented,68485,Self-employed,125000,Online,0.4,709,108,3,2,294193
CUST103923,APP203923,23/07/24,32,F,2,Owned,31060,Salaried,105000,Partner,0.511,834,26,5,5,124968
CUST103924,APP203924,09/09/24,51,M,2,Rented,16884,Self-employed,90000,Referral,0.576,692,59,3,1,51962
CUST103925,APP203925,01/10/23,47,F,2,Owned,68622,Salaried,180000,Branch,0.468,767,95,4,3,358621
CUST103926,APP203926,12/05/23,52,F,1,Owned,36969,Salaried,30000,Online,0.292,,,0,0,0
CUST103927,APP203927,19/04/23,30,M,1,Owned,14469,Salaried,100000,Online,0.226,,,0,0,0
CUST103928,APP203928,13/07/24,23,M,1,Owned,18397,Salaried,100000,Partner,0.166,713,15,2,2,58278
CUST103929,APP203929,29/02/24,47,M,1,Family,15755,Self-employed,160000,Partner,0.299,,,1,1,27964
CUST103930,APP203930,15/01/24,55,F,1,Rented,49998,Salaried,155000,Online,0.239,682,88,4,2,441783
CUST103931,APP203931,23/05/23,51,F,3,Owned,41674,Self-employed,100000,Branch,0.363,685,80,5,2,188356
CUST103932,APP203932,13/12/24,35,M,2,Rented,123886,Salaried,150000,Online,0.373,,,0,0,0
CUST103933,APP203933,21/11/24,36,M,2,Rented,47572,Salaried,15000,Partner,0.283,758,41,7,6,512335
CUST103934,APP203934,26/02/24,33,M,1,Rented,43394,Salaried,100000,Online,0.327,685,98,1,0,81448
CUST103935,APP203935,13/05/24,55,M,1,Owned,16593,Salaried,40000,Online,0.675,,,1,1,45965
CUST103936,APP203936,15/02/23,31,M,1,Family,50253,Salaried,105000,Online,0.304,690,62,6,4,338476
CUST103937,APP203937,11/02/24,41,M,2,Family,25114,Salaried,115000,Partner,0.586,715,50,7,4,215672
CUST103938,APP203938,27/01/23,31,M,2,Owned,15185,Salaried,5000,Online,0.633,688,21,4,4,79227
CUST103939,APP203939,13/10/24,50,M,2,Family,97745,Salaried,10000,Partner,0.185,,,1,1,171878
CUST103940,APP203940,19/10/24,55,F,2,Rented,91436,Self-employed,50000,Branch,0.068,694,85,5,2,366012
CUST103941,APP203941,27/02/23,42,F,2,Family,120342,Salaried,185000,Online,0.469,,,0,0,0
CUST103942,APP203942,27/09/24,51,F,1,Owned,6000,Salaried,150000,Partner,0.54,671,17,7,6,49542
CUST103943,APP203943,03/06/24,34,F,2,Rented,39892,Self-employed,120000,Partner,0.643,737,7,7,4,361155
CUST103944,APP203944,07/02/23,44,M,2,Owned,21609,Salaried,160000,Online,0.245,800,13,3,2,41078
CUST103945,APP203945,16/08/24,52,M,2,Rented,15913,Salaried,150000,Partner,0.669,675,35,3,2,95869
CUST103946,APP203946,05/01/23,56,M,1,Rented,16333,Salaried,190000,Branch,0.38,701,106,3,3,86930
CUST103947,APP203947,17/11/23,52,F,1,Owned,49464,Self-employed,70000,Referral,0.531,726,66,6,4,340128
CUST103948,APP203948,17/04/23,35,F,1,Rented,26019,Self-employed,15000,Partner,0.513,714,110,5,4,119980
CUST103949,APP203949,16/10/24,55,F,3,Rented,9269,Salaried,125000,Partner,0.235,714,100,1,1,1781
CUST103950,APP203950,04/05/24,23,F,2,Rented,47976,Salaried,35000,Partner,0.481,,,0,0,0
CUST103951,APP203951,29/06/23,36,F,3,Family,12369,Salaried,85000,Online,0.247,742,11,6,5,120037
CUST103952,APP203952,22/02/23,25,M,2,Rented,29020,Self-employed,135000,Online,0.276,,,1,1,24039
CUST103953,APP203953,03/07/24,41,M,1,Owned,14992,Salaried,190000,Online,0.379,697,82,5,3,75032
CUST103954,APP203954,28/04/23,30,M,2,Family,22440,Salaried,190000,Online,0.151,698,47,3,3,60940
CUST103955,APP203955,08/01/23,39,M,1,Rented,104960,Self-employed,115000,Partner,0.678,,,0,0,0
CUST103956,APP203956,19/06/23,45,F,3,Owned,24349,Self-employed,160000,Online,0.288,749,80,2,2,55378
CUST103957,APP203957,28/01/24,24,M,3,Owned,27597,Salaried,10000,Online,0.228,,,0,0,0
CUST103958,APP203958,21/12/23,49,M,2,Family,33863,Salaried,55000,Online,0.496,754,73,9,7,365208
CUST103959,APP203959,17/10/23,39,M,2,Rented,25710,Salaried,170000,Partner,0.252,761,9,2,2,83623
CUST103960,APP203960,16/02/23,22,M,2,Owned,51968,Self-employed,170000,Partner,0.109,,,0,0,0
CUST103961,APP203961,24/04/24,30,M,3,Owned,50693,Salaried,35000,Online,0.087,703,70,7,5,497733
CUST103962,APP203962,10/05/24,45,M,1,Owned,15325,Salaried,50000,Online,0.52,,,1,1,20518
CUST103963,APP203963,01/06/24,40,M,2,Family,29832,Salaried,125000,Branch,0.204,688,88,1,1,55480
CUST103964,APP203964,26/12/24,39,F,2,Owned,11445,Self-employed,10000,Branch,0.724,739,39,3,3,61197
CUST103965,APP203965,23/04/24,43,M,3,Owned,43399,Salaried,150000,Partner,0.404,,,1,1,13221
CUST103966,APP203966,09/12/24,44,M,3,Rented,26734,Salaried,85000,Online,0.514,642,82,5,2,195138
CUST103967,APP203967,11/01/24,31,F,3,Owned,72068,Salaried,145000,Online,0.258,701,55,4,3,631236
CUST103968,APP203968,27/05/24,54,F,2,Owned,19987,Salaried,90000,Online,0.42,787,24,3,3,85787
CUST103969,APP203969,14/01/24,48,F,1,Rented,39955,Self-employed,175000,Partner,0.218,705,108,1,1,71480
CUST103970,APP203970,13/01/23,25,M,2,Family,63753,Salaried,85000,Partner,0.608,680,83,3,3,284982
CUST103971,APP203971,06/01/23,25,M,2,Owned,37127,Salaried,110000,Partner,0.578,653,115,5,5,260233
CUST103972,APP203972,18/02/24,41,M,2,Family,67399,Salaried,125000,Online,0.105,803,7,3,2,284686
CUST103973,APP203973,04/03/24,32,M,1,Owned,112429,Salaried,100000,Online,0.417,666,7,4,3,633441
CUST103974,APP203974,16/11/23,24,F,2,Owned,43969,Self-employed,80000,Partner,0.59,,,0,0,0
CUST103975,APP203975,10/01/23,40,F,1,Owned,21778,Self-employed,125000,Online,0.299,712,70,3,3,47353
CUST103976,APP203976,13/01/23,45,M,3,Owned,115273,Salaried,75000,Online,0.52,649,116,3,3,222969
CUST103977,APP203977,16/02/24,34,M,1,Owned,79496,Salaried,185000,Online,0.019,682,21,3,1,325043
CUST103978,APP203978,14/07/24,31,M,2,Owned,53236,Salaried,75000,Partner,0.41,672,10,5,5,320094
CUST103979,APP203979,02/08/23,52,F,1,Owned,41580,Self-employed,75000,Partner,0.159,641,69,6,6,438086
CUST103980,APP203980,21/02/24,31,F,1,Rented,79814,Salaried,90000,Online,0.093,867,105,2,2,297616
CUST103981,APP203981,11/08/23,38,F,3,Rented,9366,Self-employed,185000,Online,0.417,680,6,8,7,61721
CUST103982,APP203982,14/01/23,47,F,1,Rented,10048,Salaried,5000,Partner,0.515,,,0,0,0
CUST103983,APP203983,26/01/24,38,M,1,Owned,123492,Self-employed,165000,Referral,0.708,668,78,7,4,1297639
CUST103984,APP203984,23/09/24,43,M,1,Owned,27643,Self-employed,15000,Branch,0.425,666,21,7,5,186111
CUST103985,APP203985,26/06/24,31,M,2,Owned,114126,Salaried,110000,Online,0.568,730,30,2,2,299546
CUST103986,APP203986,07/06/24,41,M,2,Owned,53715,Self-employed,105000,Online,0.251,735,58,4,2,217761
CUST103987,APP203987,01/12/23,25,F,1,Rented,16821,Salaried,135000,Online,0.677,729,63,4,2,48305
CUST103988,APP203988,18/09/24,43,M,2,Rented,19759,Salaried,20000,Online,0.079,731,15,3,2,67386
CUST103989,APP203989,30/12/24,45,F,1,Family,12365,Salaried,175000,Online,0.442,689,33,2,2,20935
CUST103990,APP203990,07/12/24,30,M,3,Owned,139584,Salaried,5000,Partner,0.288,718,63,2,2,284397
CUST103991,APP203991,20/05/23,42,M,3,Owned,131243,Salaried,20000,Online,0.626,744,78,5,2,879147
CUST103992,APP203992,25/03/23,39,M,3,Owned,25975,Salaried,120000,Online,0.533,632,27,4,2,87249
CUST103993,APP203993,14/12/24,21,M,3,Owned,34458,Salaried,145000,Partner,0.188,717,118,4,3,261891
CUST103994,APP203994,16/03/23,27,F,1,Rented,51574,Salaried,110000,Partner,0.14,714,39,6,6,348315
CUST103995,APP203995,12/02/24,24,M,1,Owned,16158,Salaried,115000,Partner,0.591,758,44,2,2,17189
CUST103996,APP203996,26/04/23,21,F,2,Rented,111677,Salaried,105000,Branch,0.404,672,83,6,4,817103
CUST103997,APP203997,07/07/23,35,F,1,Owned,41486,Salaried,70000,Online,0.083,758,115,6,4,363467
CUST103998,APP203998,30/05/23,32,M,1,Family,171867,Salaried,40000,Partner,0.195,759,58,4,4,978366
CUST103999,APP203999,26/04/24,42,F,1,Owned,54477,Self-employed,80000,Online,0.424,722,86,4,3,187379
CUST104000,APP204000,13/02/24,42,M,2,Owned,15011,Salaried,175000,Online,0.28,740,74,6,4,158470
CUST104001,APP204001,16/07/23,37,F,2,Owned,48924,Salaried,120000,Online,0.16,647,115,5,3,439204
CUST104002,APP204002,25/09/24,49,F,1,Owned,58315,Salaried,130000,Online,0.091,709,118,7,7,595640
CUST104003,APP204003,03/10/23,34,O,1,Rented,45256,Salaried,35000,Online,0.191,,,1,1,79241
CUST104004,APP204004,27/07/23,40,M,2,Rented,44359,Salaried,125000,Online,0.572,,,1,1,86710
CUST104005,APP204005,09/09/24,53,M,1,Rented,44245,Salaried,190000,Partner,0.469,695,114,3,1,161537
CUST104006,APP204006,05/11/23,35,M,3,Owned,53970,Salaried,130000,Online,0.54,680,70,6,4,482374
CUST104007,APP204007,03/03/23,32,M,1,Family,43436,Salaried,130000,Online,0.279,743,49,2,2,132627
CUST104008,APP204008,17/10/23,40,F,2,Owned,39404,Salaried,150000,Partner,0.536,,,0,0,0
CUST104009,APP204009,12/11/23,50,F,1,Owned,99446,Salaried,10000,Online,0.15,672,80,6,5,637744
CUST104010,APP204010,23/12/23,23,M,1,Family,47736,Salaried,45000,Online,0.275,700,63,6,4,399662
CUST104011,APP204011,14/03/24,48,M,2,Family,39701,Salaried,195000,Online,0.53,661,11,1,1,10341
CUST104012,APP204012,08/07/23,46,M,2,Rented,75820,Salaried,55000,Online,0.23,680,105,3,1,183388
CUST104013,APP204013,25/06/24,50,M,3,Owned,18874,Salaried,75000,Online,0.459,703,98,5,5,127040
CUST104014,APP204014,25/06/23,33,M,2,Owned,27079,Salaried,60000,Partner,0.332,,,0,0,0
CUST104015,APP204015,21/08/23,33,M,1,Rented,39192,Self-employed,175000,Branch,0.074,,,1,1,65103
CUST104016,APP204016,15/06/24,22,F,1,Rented,28586,Salaried,200000,Partner,0.281,828,106,2,1,32935
CUST104017,APP204017,05/10/24,57,M,1,Owned,98348,Salaried,80000,Online,0.179,678,58,2,1,210852
CUST104018,APP204018,20/10/24,22,M,1,Rented,63545,Salaried,160000,Online,0.205,671,101,3,2,275376
CUST104019,APP204019,04/03/23,56,F,2,Owned,9589,Salaried,90000,Online,0.55,803,48,4,3,61919
CUST104020,APP204020,22/05/24,46,M,3,Rented,108237,Salaried,105000,Online,0.245,653,45,8,5,855658
CUST104021,APP204021,28/10/24,31,M,2,Rented,17491,Salaried,80000,Online,0.101,684,89,5,5,193342
CUST104022,APP204022,19/05/24,28,F,2,Family,10654,Salaried,35000,Online,0.385,775,100,6,3,87130
CUST104023,APP204023,12/08/24,42,F,2,Rented,43909,Salaried,25000,Partner,0.03,657,38,4,3,220692
CUST104024,APP204024,25/01/23,40,M,3,Owned,31472,Salaried,165000,Online,0.354,710,26,2,2,114627
CUST104025,APP204025,14/03/23,28,M,1,Owned,83543,Salaried,155000,Branch,0.591,756,14,6,4,584079
CUST104026,APP204026,11/11/23,49,F,2,Rented,78588,Salaried,105000,Partner,0.534,664,66,3,2,362439
CUST104027,APP204027,22/10/23,46,F,3,Owned,27427,Self-employed,15000,Referral,0.369,709,14,1,0,23123
CUST104028,APP204028,20/10/23,50,M,1,Family,42157,Salaried,50000,Referral,0.326,718,90,6,5,329546
CUST104029,APP204029,05/03/24,37,M,1,Owned,98471,Salaried,55000,Partner,0.225,727,8,7,5,733653
CUST104030,APP204030,05/01/24,40,M,3,Family,114371,Salaried,110000,Online,0.347,870,42,3,2,411353
CUST104031,APP204031,13/02/23,36,M,2,Owned,121494,Salaried,85000,Online,0.161,660,54,2,2,465288
CUST104032,APP204032,09/05/24,27,M,1,Owned,47860,Salaried,125000,Online,0.026,675,116,2,1,113535
CUST104033,APP204033,08/01/23,36,M,2,Owned,23480,Salaried,140000,Online,0.226,682,30,4,2,90168
CUST104034,APP204034,29/06/24,47,M,1,Rented,73055,Salaried,100000,Online,0.229,770,110,4,2,263274
CUST104035,APP204035,14/05/23,43,F,2,Rented,40182,Self-employed,150000,Partner,0.184,,,0,0,0
CUST104036,APP204036,06/03/23,44,M,1,Owned,119753,Salaried,155000,Online,0.02,,,0,0,0
CUST104037,APP204037,24/01/24,29,F,1,Owned,45117,Salaried,65000,Partner,0.396,682,109,2,1,253599
CUST104038,APP204038,18/10/24,55,F,2,Owned,18496,Self-employed,50000,Online,0.272,756,61,4,3,103441
CUST104039,APP204039,04/12/23,40,M,2,Owned,20025,Salaried,165000,Branch,0.623,,,1,1,78003
CUST104040,APP204040,15/05/24,57,F,3,Family,19627,Salaried,100000,Online,0.672,791,7,2,2,35001
CUST104041,APP204041,01/09/24,37,F,1,Rented,11921,Self-employed,70000,Online,0.392,678,51,4,3,23939
CUST104042,APP204042,15/09/23,51,M,3,Owned,25138,Salaried,40000,Online,0.301,659,45,2,2,60137
CUST104043,APP204043,15/03/24,28,M,1,Owned,16991,Salaried,40000,Online,0.308,652,94,3,2,70457
CUST104044,APP204044,28/10/24,35,M,1,Owned,53877,Salaried,190000,Online,0.251,658,40,3,3,231804
CUST104045,APP204045,16/03/23,51,F,3,Rented,50265,Salaried,140000,Branch,0.331,661,81,4,2,114104
CUST104046,APP204046,26/11/24,50,F,2,Rented,14408,Salaried,50000,Online,0.332,,,1,1,9224
CUST104047,APP204047,15/02/24,40,M,1,Rented,53354,Salaried,200000,Online,0.352,,,0,0,0
CUST104048,APP204048,14/12/24,32,F,1,Rented,63597,Salaried,70000,Online,0.208,,,1,0,111897
CUST104049,APP204049,03/02/23,37,M,2,Owned,15642,Self-employed,70000,Partner,0.144,660,8,4,4,90124
CUST104050,APP204050,28/06/23,50,M,2,Family,45648,Salaried,30000,Online,0.177,765,108,2,2,53227
CUST104051,APP204051,14/06/23,49,F,3,Owned,17833,Self-employed,170000,Online,0.398,754,115,3,3,56525
CUST104052,APP204052,01/12/24,39,M,2,Rented,50396,Self-employed,85000,Online,0.168,744,82,3,1,156754
CUST104053,APP204053,05/11/24,31,F,3,Owned,52903,Self-employed,105000,Referral,0.088,704,85,1,1,15140
CUST104054,APP204054,21/06/24,54,F,2,Owned,41349,Salaried,195000,Online,0.347,686,72,6,4,321646
CUST104055,APP204055,20/11/24,27,M,3,Owned,43544,Salaried,140000,Online,0.258,,,1,1,68453
CUST104056,APP204056,16/03/24,54,M,1,Owned,32728,Salaried,190000,Partner,0.524,764,36,5,3,251000
CUST104057,APP204057,05/01/24,40,F,3,Owned,54656,Salaried,75000,Partner,0.166,756,59,6,2,520005
CUST104058,APP204058,30/07/23,44,F,1,Owned,28821,Salaried,180000,Branch,0.549,,,0,0,0
CUST104059,APP204059,06/02/23,30,M,3,Rented,57555,Salaried,180000,Online,0.118,749,106,4,4,227384
CUST104060,APP204060,18/12/24,52,M,1,Rented,38473,Salaried,45000,Online,0.11,776,71,1,1,12852
CUST104061,APP204061,27/02/23,35,M,2,Owned,50812,Salaried,175000,Online,0.34,719,104,1,0,39961
CUST104062,APP204062,15/06/24,57,F,2,Owned,61241,Salaried,90000,Online,0.543,688,89,4,1,213637
CUST104063,APP204063,19/12/24,40,F,3,Rented,21282,Salaried,85000,Referral,0.367,646,76,2,1,41459
CUST104064,APP204064,06/08/23,23,M,2,Rented,31176,Salaried,90000,Online,0.331,881,89,2,1,134668
CUST104065,APP204065,29/11/24,57,F,1,Rented,36977,Salaried,20000,Online,0.347,664,98,3,3,150491
CUST104066,APP204066,26/02/24,28,M,2,Family,35936,Self-employed,100000,Online,0.565,707,100,7,4,320364
CUST104067,APP204067,13/03/24,43,F,1,Owned,8489,Self-employed,65000,Referral,0.29,671,78,1,1,15717
CUST104068,APP204068,26/05/24,31,M,1,Owned,37866,Salaried,55000,Online,0.358,657,29,2,1,38923
CUST104069,APP204069,26/01/23,28,M,1,Rented,11844,Salaried,165000,Online,0.672,,,0,0,0
CUST104070,APP204070,20/05/23,49,M,1,Rented,41657,Self-employed,140000,Online,0.291,753,66,4,3,193340
CUST104071,APP204071,22/12/24,50,M,2,Owned,44793,Salaried,40000,Online,0.25,701,8,5,2,276976
CUST104072,APP204072,22/10/24,30,F,3,Rented,12062,Salaried,100000,Partner,0.559,720,104,6,4,158166
CUST104073,APP204073,02/09/23,48,M,3,Owned,29425,Salaried,90000,Partner,0.516,,,0,0,0
CUST104074,APP204074,13/01/23,56,M,1,Owned,12568,Salaried,35000,Online,0.348,707,12,3,3,70359
CUST104075,APP204075,10/06/23,33,M,1,Owned,94796,Salaried,165000,Branch,0.342,808,58,7,7,572826
CUST104076,APP204076,31/03/24,52,M,1,Owned,13745,Salaried,55000,Partner,0.318,761,57,3,1,78659
CUST104077,APP204077,22/04/23,56,F,1,Owned,29401,Salaried,150000,Partner,0.458,671,31,3,2,113871
CUST104078,APP204078,07/08/24,57,F,1,Owned,34532,Salaried,175000,Partner,0.713,771,51,3,3,159812
CUST104079,APP204079,29/09/24,46,M,1,Rented,54363,Salaried,100000,Partner,0.101,698,72,2,2,110097
CUST104080,APP204080,07/07/24,42,M,2,Owned,41469,Salaried,185000,Online,0.419,746,110,2,2,44004
CUST104081,APP204081,29/09/24,24,M,2,Owned,33212,Salaried,50000,Online,0.015,684,74,4,3,127601
CUST104082,APP204082,06/11/23,51,F,2,Owned,58167,Salaried,150000,Online,0.453,696,112,3,1,132153
CUST104083,APP204083,22/12/24,38,F,1,Rented,46705,Salaried,90000,Online,0.259,689,24,6,4,500701
CUST104084,APP204084,01/03/23,44,F,2,Rented,18085,Salaried,125000,Online,0.788,703,67,5,3,152961
CUST104085,APP204085,21/08/23,43,F,3,Rented,50280,Salaried,160000,Branch,0.143,734,47,3,3,215281
CUST104086,APP204086,07/05/23,42,F,1,Owned,65009,Salaried,195000,Online,0.484,664,99,3,1,266904
CUST104087,APP204087,14/03/24,22,F,1,Owned,51237,Salaried,170000,Partner,0.474,659,12,5,4,282064
CUST104088,APP204088,06/07/23,51,M,1,Rented,31818,Salaried,195000,Online,0.479,,,0,0,0
CUST104089,APP204089,16/03/24,31,M,1,Rented,86979,Salaried,155000,Referral,0.534,748,47,1,0,26707
CUST104090,APP204090,10/10/24,48,M,2,Owned,43762,Salaried,140000,Partner,0.246,,,0,0,0
CUST104091,APP204091,21/10/24,52,M,1,Owned,17497,Salaried,130000,Online,0.427,710,110,7,4,185721
CUST104092,APP204092,30/10/23,25,F,2,Family,14186,Salaried,20000,Online,0.253,751,33,4,3,54595
CUST104093,APP204093,09/06/24,30,M,1,Rented,12519,Salaried,100000,Online,0.651,,,0,0,0
CUST104094,APP204094,27/11/24,44,M,2,Family,37465,Salaried,40000,Partner,0.13,,,1,1,31951
CUST104095,APP204095,24/02/24,55,M,1,Owned,46745,Self-employed,10000,Partner,0.524,788,118,1,1,100778
CUST104096,APP204096,15/09/23,43,M,2,Owned,49447,Salaried,135000,Branch,0.682,,,0,0,0
CUST104097,APP204097,26/10/23,37,M,1,Owned,23392,Salaried,170000,Partner,0.367,707,110,3,2,104553
CUST104098,APP204098,09/08/24,21,F,1,Owned,6804,Self-employed,180000,Online,0.164,741,112,5,5,78355
CUST104099,APP204099,28/07/24,51,F,3,Rented,32272,Salaried,105000,Partner,0.404,772,11,2,1,157768
CUST104100,APP204100,19/04/23,51,F,2,Rented,26500,Salaried,40000,Branch,0.533,770,111,3,3,155794
CUST104101,APP204101,05/09/24,54,M,1,Owned,55059,Salaried,115000,Referral,0.14,,,0,0,0
CUST104102,APP204102,19/06/24,29,M,2,Owned,25273,Self-employed,40000,Partner,0.128,678,84,2,1,59921
CUST104103,APP204103,16/07/24,42,M,2,Owned,47791,Salaried,25000,Online,0.507,728,105,5,1,205088
CUST104104,APP204104,02/03/23,33,F,2,Family,28624,Salaried,200000,Online,0.119,,,0,0,0
CUST104105,APP204105,24/01/24,45,M,1,Owned,42042,Salaried,5000,Online,0.06,706,70,7,6,363890
CUST104106,APP204106,02/08/24,38,M,3,Owned,20049,Salaried,105000,Online,0.115,761,61,5,4,175549
CUST104107,APP204107,26/09/23,32,F,1,Owned,23473,Self-employed,50000,Online,0.286,706,51,3,2,101670
CUST104108,APP204108,11/02/23,37,M,1,Rented,61419,Salaried,10000,Online,0.564,,,1,1,105533
CUST104109,APP204109,17/03/23,35,M,1,Family,50328,Salaried,105000,Online,0.279,723,25,4,1,367799
CUST104110,APP204110,06/12/23,35,M,2,Owned,44854,Salaried,65000,Partner,0.653,731,99,2,0,121631
CUST104111,APP204111,30/06/23,35,M,3,Owned,41464,Self-employed,140000,Online,0.286,,,0,0,0
CUST104112,APP204112,13/10/24,33,M,3,Owned,38742,Self-employed,150000,Online,0.319,760,80,5,2,295435
CUST104113,APP204113,01/03/23,37,M,2,Owned,53439,Self-employed,90000,Partner,0.076,,,0,0,0
CUST104114,APP204114,22/09/23,52,F,3,Owned,38719,Self-employed,10000,Partner,0.251,747,97,4,3,187265
CUST104115,APP204115,15/04/24,29,F,2,Owned,35710,Salaried,95000,Online,0.263,737,81,1,0,67203
CUST104116,APP204116,20/08/24,40,M,2,Family,48505,Self-employed,105000,Online,0.411,,,0,0,0
CUST104117,APP204117,21/04/24,46,F,3,Rented,67020,Salaried,130000,Online,0.638,690,46,3,1,193453
CUST104118,APP204118,07/04/24,47,M,1,Rented,66286,Self-employed,125000,Branch,0.274,,,0,0,0
CUST104119,APP204119,05/11/23,41,M,2,Rented,44490,Salaried,95000,Online,0.365,806,100,6,1,437346
CUST104120,APP204120,23/08/24,38,M,2,Owned,83832,Salaried,125000,Online,0.476,630,102,7,7,986583
CUST104121,APP204121,11/09/23,33,F,3,Owned,36648,Salaried,100000,Branch,0.248,,,0,0,0
CUST104122,APP204122,24/01/23,36,M,3,Rented,35094,Salaried,30000,Online,0.289,745,54,3,3,146331
CUST104123,APP204123,07/05/24,29,M,3,Rented,46574,Salaried,90000,Partner,0.521,707,97,6,4,323664
CUST104124,APP204124,01/08/23,32,F,3,Rented,41877,Salaried,90000,Partner,0.26,655,84,3,1,87777
CUST104125,APP204125,31/08/24,39,M,2,Rented,38032,Salaried,100000,Online,0.377,757,36,4,2,182904
CUST104126,APP204126,16/12/23,27,F,1,Family,123984,Self-employed,195000,Online,0.361,,,1,0,37046
CUST104127,APP204127,17/01/24,55,F,1,Rented,59913,Self-employed,170000,Online,0.686,,,0,0,0
CUST104128,APP204128,27/06/23,38,M,2,Owned,24445,Self-employed,50000,Online,0.302,681,56,6,3,176148
CUST104129,APP204129,04/10/23,36,M,1,Owned,36425,Self-employed,165000,Online,0.44,635,111,5,4,214816
CUST104130,APP204130,05/03/24,24,F,2,Owned,33487,Salaried,95000,Referral,0.339,,,0,0,0
CUST104131,APP204131,19/10/23,45,M,1,Rented,31826,Salaried,10000,Online,0.27,,,0,0,0
CUST104132,APP204132,02/12/23,52,M,3,Owned,33224,Salaried,15000,Online,0.607,794,100,5,5,187011
CUST104133,APP204133,25/05/23,33,M,1,Owned,25257,Self-employed,150000,Online,0.792,696,70,1,0,7761
CUST104134,APP204134,11/06/24,37,M,3,Family,50591,Self-employed,195000,Online,0.405,772,69,1,0,42767
CUST104135,APP204135,31/03/24,57,M,3,Owned,36439,Salaried,95000,Online,0.56,789,10,6,5,119070
CUST104136,APP204136,28/05/24,26,M,2,Owned,40697,Self-employed,105000,Online,0.048,661,8,5,2,297410
CUST104137,APP204137,23/10/23,39,F,1,Owned,6034,Salaried,70000,Online,0.259,808,76,3,3,47609
CUST104138,APP204138,08/03/23,33,F,2,Family,111654,Salaried,155000,Partner,0.145,700,11,3,2,690466
CUST104139,APP204139,22/08/24,46,M,2,Rented,24838,Self-employed,105000,Online,0.159,684,56,6,3,136453
CUST104140,APP204140,25/04/24,34,F,1,Rented,94120,Salaried,85000,Online,0.077,,,0,0,0
CUST104141,APP204141,18/08/23,51,F,1,Rented,9993,Salaried,120000,Online,0.675,,,0,0,0
CUST104142,APP204142,11/09/24,24,M,1,Family,53021,Salaried,185000,Partner,0.117,649,93,6,5,635351
CUST104143,APP204143,11/07/23,28,M,1,Owned,39266,Salaried,200000,Online,0.226,765,65,1,1,72201
CUST104144,APP204144,07/07/24,45,M,1,Owned,38477,Salaried,170000,Partner,0.093,771,14,6,2,359783
CUST104145,APP204145,27/02/23,33,F,1,Owned,24927,Salaried,100000,Online,0.16,843,27,4,2,139072
CUST104146,APP204146,05/03/23,52,M,2,Owned,119956,Salaried,80000,Online,0.418,730,95,6,3,1173623
